Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDR)   (SDE)   (SDC)
2017 191  7620   4208830.091   2334850.544   4171267.386      7.689   2.282   0.156   2.438   0.672  12.367  32.424
2017 191  7650   4208830.091   2334850.544   4171267.386      7.418   2.282   0.156   2.438   0.668  12.369  32.425
2017 191  7680   4208830.090   2334850.545   4171267.386      7.423   2.282   0.155   2.438   0.663  12.371  32.426
2017 191  7710   4208830.090   2334850.545   4171267.386      7.492   2.282   0.155   2.437   0.659  12.371  32.424
2017 191  7740   4208830.090   2334850.546   4171267.386      7.362   2.282   0.155   2.437   0.655  12.370  32.422
2017 191  7770   4208830.090   2334850.546   4171267.387      7.121   2.282   0.154   2.437   0.652  12.368  32.422
2017 191  7800   4208830.090   2334850.547   4171267.387      6.946   2.282   0.154   2.437   0.649  12.367  32.423
2017 191  7830   4208830.090   2334850.547   4171267.387      6.915   2.282   0.154   2.436   0.646  12.366  32.424
2017 191  7860   4208830.090   2334850.548   4171267.387      7.097   2.282   0.154   2.436   0.643  12.365  32.427
2017 191  7890   4208830.090   2334850.548   4171267.387      7.576   2.282   0.153   2.436   0.641  12.365  32.430
2017 191  7920   4208830.091   2334850.548   4171267.387      7.787   2.282   0.153   2.436   0.641  12.367  32.433
2017 191  7950   4208830.091   2334850.548   4171267.387      7.987   2.282   0.153   2.435   0.641  12.371  32.436
2017 191  7980   4208830.091   2334850.548   4171267.387      7.352   2.282   0.152   2.435   0.641  12.374  32.442
2017 191  8010   4208830.090   2334850.549   4171267.387      7.258   2.282   0.152   2.435   0.640  12.377  32.444
2017 191  8040   4208830.090   2334850.549   4171267.387      7.264   2.282   0.152   2.434   0.638  12.379  32.448
2017 191  8070   4208830.090   2334850.549   4171267.387      7.208   2.282   0.152   2.434   0.637  12.379  32.450
2017 191  8100   4208830.090   2334850.549   4171267.387      7.882   2.282   0.151   2.434   0.637  12.378  32.453
2017 191  8130   4208830.090   2334850.549   4171267.387      7.448   2.282   0.151   2.433   0.635  12.376  32.456
2017 191  8160   4208830.089   2334850.549   4171267.387      7.354   2.282   0.151   2.433   0.633  12.374  32.457
2017 191  8190   4208830.089   2334850.549   4171267.388      7.504   2.282   0.150   2.433   0.632  12.372  32.459
2017 191  8220   4208830.089   2334850.550   4171267.388      7.039   2.282   0.150   2.432   0.631  12.370  32.462
2017 191  8250   4208830.089   2334850.550   4171267.388      7.104   2.282   0.150   2.432   0.629  12.369  32.462
2017 191  8280   4208830.089   2334850.550   4171267.388      7.157   2.282   0.149   2.432   0.626  12.368  32.461
2017 191  8310   4208830.089   2334850.550   4171267.388      7.127   2.282   0.149   2.431   0.622  12.368  32.459
2017 191  8340   4208830.088   2334850.550   4171267.388      7.515   2.282   0.149   2.431   0.617  12.369  32.457
2017 191  8370   4208830.088   2334850.550   4171267.388      7.313   2.282   0.149   2.431   0.611  12.369  32.454
2017 191  8400   4208830.088   2334850.551   4171267.388      7.476   2.282   0.148   2.431   0.605  12.369  32.452
2017 191  8430   4208830.088   2334850.551   4171267.388      7.386   2.282   0.148   2.430   0.598  12.368  32.447
2017 191  8460   4208830.088   2334850.551   4171267.387      7.717   2.282   0.148   2.430   0.591  12.367  32.444
2017 191  8490   4208830.088   2334850.551   4171267.387      8.133   2.282   0.148   2.430   0.586  12.367  32.444
2017 191  8520   4208830.088   2334850.551   4171267.387      7.822   2.282   0.147   2.430   0.583  12.366  32.444
2017 191  8550   4208830.088   2334850.550   4171267.387      7.705   2.282   0.147   2.430   0.581  12.365  32.445
2017 191  8580   4208830.088   2334850.551   4171267.388      7.828   2.282   0.147   2.429   0.580  12.364  32.445
2017 191  8610   4208830.088   2334850.551   4171267.388      7.561   2.282   0.147   2.429   0.580  12.363  32.445
2017 191  8640   4208830.088   2334850.551   4171267.387      7.230   2.282   0.147   2.429   0.579  12.362  32.444
2017 191  8670   4208830.088   2334850.551   4171267.388      7.155   2.282   0.146   2.429   0.577  12.362  32.443
2017 191  8700   4208830.088   2334850.551   4171267.387      7.017   2.282   0.146   2.428   0.574  12.362  32.442
2017 191  8730   4208830.088   2334850.551   4171267.387      7.166   2.282   0.146   2.428   0.574  12.361  32.440
2017 191  8760   4208830.088   2334850.551   4171267.387      7.151   2.282   0.145   2.428   0.571  12.360  32.439
2017 191  8790   4208830.088   2334850.551   4171267.387      6.928   2.282   0.145   2.427   0.569  12.357  32.438
2017 191  8820   4208830.088   2334850.550   4171267.387      7.205   2.282   0.145   2.427   0.567  12.354  32.434
2017 191  8850   4208830.088   2334850.550   4171267.387      6.783   2.282   0.144   2.427   0.566  12.352  32.444
2017 191  8880   4208830.088   2334850.550   4171267.387      7.015   2.282   0.144   2.427   0.564  12.351  32.440
2017 191  8910   4208830.087   2334850.550   4171267.387      7.125   2.282   0.144   2.426   0.561  12.350  32.435
2017 191  8940   4208830.087   2334850.550   4171267.387      7.603   2.282   0.144   2.426   0.559  12.350  32.433
2017 191  8970   4208830.087   2334850.550   4171267.387      7.745   2.282   0.143   2.426   0.557  12.351  32.429
2017 191  9000   4208830.087   2334850.550   4171267.387      7.805   2.282   0.143   2.426   0.556  12.350  32.426
2017 191  9030   4208830.087   2334850.550   4171267.387      7.899   2.282   0.143   2.425   0.552  12.348  32.423
2017 191  9060   4208830.087   2334850.550   4171267.387      7.517   2.282   0.143   2.425   0.548  12.345  32.422
2017 191  9090   4208830.087   2334850.550   4171267.387      7.267   2.282   0.143   2.425   0.543  12.341  32.418
2017 191  9120   4208830.087   2334850.550   4171267.387      6.766   2.282   0.143   2.425   0.539  12.337  32.417
2017 191  9150   4208830.087   2334850.550   4171267.387      8.657   2.282   0.143   2.425   0.536  12.333  32.416
2017 191  9180   4208830.087   2334850.550   4171267.387      8.315   2.282   0.143   2.425   0.533  12.331  32.417
2017 191  9210   4208830.087   2334850.550   4171267.387      8.151   2.282   0.142   2.425   0.530  12.328  32.418
2017 191  9240   4208830.087   2334850.550   4171267.387      8.056   2.282   0.142   2.425   0.525  12.327  32.422
2017 191  9270   4208830.087   2334850.550   4171267.387      7.753   2.282   0.142   2.425   0.521  12.326  32.424
2017 191  9300   4208830.087   2334850.550   4171267.387      7.583   2.282   0.142   2.425   0.516  12.324  32.426
2017 191  9330   4208830.087   2334850.550   4171267.387      7.548   2.282   0.142   2.424   0.511  12.321  32.426
2017 191  9360   4208830.087   2334850.549   4171267.387      7.548   2.282   0.142   2.424   0.506  12.318  32.429
2017 191  9390   4208830.087   2334850.549   4171267.387      7.487   2.282   0.142   2.424   0.501  12.315  32.432
2017 191  9420   4208830.087   2334850.549   4171267.387      7.614   2.282   0.142   2.424   0.497  12.314  32.436
2017 191  9450   4208830.088   2334850.549   4171267.387      7.735   2.282   0.141   2.424   0.495  12.314  32.439
2017 191  9480   4208830.088   2334850.549   4171267.387      7.667   2.282   0.141   2.424   0.493  12.315  32.444
2017 191  9510   4208830.088   2334850.549   4171267.387      7.557   2.282   0.141   2.423   0.492  12.316  32.446
2017 191  9540   4208830.088   2334850.549   4171267.387      7.558   2.282   0.141   2.423   0.493  12.317  32.448
2017 191  9570   4208830.088   2334850.548   4171267.387      7.239   2.282   0.141   2.423   0.495  12.318  32.449
2017 191  9600   4208830.088   2334850.548   4171267.387      7.501   2.282   0.140   2.423   0.496  12.320  32.451
2017 191  9630   4208830.088   2334850.548   4171267.387      7.397   2.282   0.140   2.423   0.495  12.320  32.449
2017 191  9660   4208830.088   2334850.547   4171267.387      7.118   2.282   0.141   2.423   0.492  12.320  32.446
2017 191  9690   4208830.088   2334850.547   4171267.387      7.150   2.282   0.141   2.423   0.489  12.318  32.443
2017 191  9720   4208830.088   2334850.547   4171267.387      7.311   2.282   0.141   2.423   0.485  12.317  32.436
2017 191  9750   4208830.088   2334850.546   4171267.387      7.245   2.282   0.141   2.423   0.483  12.318  32.435
2017 191  9780   4208830.089   2334850.546   4171267.388      7.269   2.282   0.141   2.423   0.480  12.318  32.434
2017 191  9810   4208830.089   2334850.546   4171267.388      6.772   2.282   0.141   2.423   0.476  12.318  32.433
2017 191  9840   4208830.089   2334850.545   4171267.388      6.982   2.282   0.141   2.423   0.472  12.317  32.432
2017 191  9870   4208830.089   2334850.545   4171267.388      6.783   2.282   0.141   2.423   0.469  12.316  32.431
2017 191  9900   4208830.089   2334850.544   4171267.388      6.839   2.282   0.141   2.423   0.464  12.315  32.430
2017 191  9930   4208830.089   2334850.544   4171267.388      6.735   2.282   0.141   2.423   0.459  12.314  32.429
2017 191  9960   4208830.089   2334850.543   4171267.388      6.759   2.282   0.141   2.423   0.455  12.312  32.429
2017 191  9990   4208830.089   2334850.543   4171267.388      7.134   2.282   0.141   2.423   0.452  12.311  32.432
2017 191 10020   4208830.089   2334850.542   4171267.388      7.104   2.282   0.141   2.423   0.449  12.312  32.435
2017 191 10050   4208830.089   2334850.542   4171267.388      7.223   2.282   0.141   2.423   0.447  12.314  32.439
2017 191 10080   4208830.090   2334850.542   4171267.387      7.289   2.282   0.141   2.423   0.445  12.314  32.442
2017 191 10110   4208830.090   2334850.541   4171267.387      7.320   2.282   0.141   2.423   0.444  12.314  32.443
2017 191 10140   4208830.090   2334850.541   4171267.387      7.050   2.282   0.141   2.423   0.443  12.312  32.442
2017 191 10170   4208830.090   2334850.540   4171267.387      7.308   2.282   0.141   2.423   0.443  12.311  32.440
2017 191 10200   4208830.090   2334850.540   4171267.387      7.148   2.282   0.141   2.423   0.440  12.309  32.436
2017 191 10230   4208830.090   2334850.539   4171267.387      7.213   2.282   0.141   2.423   0.437  12.306  32.431
2017 191 10260   4208830.090   2334850.539   4171267.387      7.186   2.282   0.141   2.423   0.434  12.304  32.425
2017 191 10290   4208830.090   2334850.538   4171267.387      7.328   2.282   0.141   2.424   0.430  12.301  32.419
2017 191 10320   4208830.090   2334850.538   4171267.387      7.356   2.282   0.141   2.424   0.425  12.298  32.412
2017 191 10350   4208830.090   2334850.537   4171267.387      7.094   2.282   0.141   2.424   0.421  12.296  32.407
2017 191 10380   4208830.090   2334850.537   4171267.387      7.054   2.282   0.141   2.424   0.416  12.293  32.401
2017 191 10410   4208830.090   2334850.537   4171267.387      7.018   2.282   0.141   2.424   0.413  12.292  32.397
2017 191 10440   4208830.090   2334850.536   4171267.387      7.049   2.282   0.141   2.424   0.411  12.292  32.394
2017 191 10470   4208830.089   2334850.536   4171267.387      6.933   2.282   0.142   2.424   0.407  12.293  32.393
2017 191 10500   4208830.089   2334850.536   4171267.387      6.910   2.282   0.142   2.424   0.405  12.294  32.391
2017 191 10530   4208830.089   2334850.535   4171267.387      6.759   2.282   0.142   2.424   0.404  12.294  32.388
2017 191 10560   4208830.089   2334850.535   4171267.387      6.712   2.282   0.142   2.424   0.401  12.294  32.385
2017 191 10590   4208830.089   2334850.535   4171267.386      6.897   2.282   0.142   2.424   0.398  12.293  32.382
2017 191 10620   4208830.089   2334850.535   4171267.387      6.498   2.282   0.142   2.424   0.394  12.292  32.380
2017 191 10650   4208830.089   2334850.534   4171267.387      6.912   2.282   0.142   2.424   0.394  12.290  32.379
2017 191 10680   4208830.089   2334850.534   4171267.387      6.980   2.282   0.142   2.424   0.393  12.290  32.381
2017 191 10710   4208830.089   2334850.534   4171267.387      6.846   2.282   0.142   2.424   0.391  12.290  32.380
2017 191 10740   4208830.089   2334850.534   4171267.387      6.750   2.282   0.142   2.424   0.389  12.290  32.380
2017 191 10770   4208830.089   2334850.534   4171267.387      6.997   2.282   0.142   2.424   0.387  12.290  32.380
2017 191 10800   4208830.089   2334850.534   4171267.387      6.445   2.282   0.142   2.424   0.384  12.289  32.380
2017 191 10830   4208830.089   2334850.534   4171267.387      6.800   2.282   0.142   2.424   0.383  12.289  32.378
2017 191 10860   4208830.089   2334850.534   4171267.387      6.888   2.282   0.142   2.424   0.383  12.289  32.377
2017 191 10890   4208830.089   2334850.534   4171267.387      6.805   2.282   0.142   2.424   0.381  12.289  32.376
2017 191 10920   4208830.089   2334850.533   4171267.387      6.779   2.282   0.141   2.424   0.377  12.289  32.375
2017 191 10950   4208830.089   2334850.533   4171267.387      6.986   2.282   0.141   2.424   0.374  12.290  32.374
2017 191 10980   4208830.089   2334850.533   4171267.387      6.999   2.282   0.141   2.424   0.370  12.290  32.372
2017 191 11010   4208830.089   2334850.533   4171267.387      6.862   2.282   0.141   2.424   0.367  12.290  32.369
2017 191 11040   4208830.089   2334850.533   4171267.387      6.951   2.282   0.142   2.424   0.367  12.290  32.368
2017 191 11070   4208830.089   2334850.532   4171267.387      7.203   2.282   0.142   2.424   0.369  12.289  32.367
2017 191 11100   4208830.089   2334850.532   4171267.387      6.692   2.282   0.142   2.424   0.370  12.288  32.366
2017 191 11130   4208830.089   2334850.532   4171267.386      6.507   2.282   0.142   2.425   0.372  12.285  32.366
2017 191 11160   4208830.089   2334850.532   4171267.386      6.219   2.282   0.142   2.425   0.371  12.283  32.366
2017 191 11190   4208830.089   2334850.532   4171267.386      6.514   2.282   0.143   2.425   0.368  12.280  32.363
2017 191 11220   4208830.089   2334850.531   4171267.386      6.846   2.282   0.143   2.425   0.367  12.278  32.360
2017 191 11250   4208830.089   2334850.531   4171267.386      6.945   2.282   0.143   2.425   0.365  12.277  32.359
2017 191 11280   4208830.089   2334850.531   4171267.386      6.957   2.282   0.143   2.426   0.364  12.277  32.357
2017 191 11310   4208830.089   2334850.531   4171267.386      6.986   2.282   0.143   2.426   0.363  12.277  32.358
2017 191 11340   4208830.089   2334850.530   4171267.385      6.923   2.282   0.144   2.426   0.362  12.278  32.359
2017 191 11370   4208830.089   2334850.530   4171267.385      7.480   2.282   0.144   2.426   0.361  12.279  32.360
2017 191 11400   4208830.088   2334850.530   4171267.385      7.220   2.282   0.144   2.427   0.360  12.278  32.360
2017 191 11430   4208830.088   2334850.530   4171267.385      7.097   2.282   0.145   2.427   0.356  12.275  32.360
2017 191 11460   4208830.089   2334850.529   4171267.385      6.917   2.282   0.145   2.427   0.352  12.273  32.359
2017 191 11490   4208830.089   2334850.529   4171267.385      6.674   2.282   0.145   2.427   0.349  12.272  32.358
