Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)
2017 191  9810   4208830.091   2334850.562   4171267.390      6.783   2.282   0.140   2.423
2017 191  9840   4208830.091   2334850.562   4171267.389      6.992   2.282   0.140   2.423
2017 191  9870   4208830.091   2334850.560   4171267.389      6.792   2.282   0.140   2.423
2017 191  9900   4208830.091   2334850.559   4171267.389      6.848   2.282   0.141   2.423
2017 191  9930   4208830.090   2334850.558   4171267.389      6.742   2.282   0.141   2.423
2017 191  9960   4208830.090   2334850.556   4171267.388      6.766   2.282   0.141   2.423
2017 191  9990   4208830.090   2334850.554   4171267.388      7.140   2.282   0.141   2.424
2017 191 10020   4208830.090   2334850.553   4171267.388      7.108   2.282   0.141   2.424
2017 191 10050   4208830.090   2334850.552   4171267.388      7.226   2.282   0.141   2.424
2017 191 10080   4208830.090   2334850.551   4171267.387      7.291   2.282   0.142   2.424
2017 191 10110   4208830.090   2334850.550   4171267.387      7.320   2.282   0.142   2.424
2017 191 10140   4208830.090   2334850.549   4171267.387      7.050   2.282   0.142   2.424
2017 191 10170   4208830.090   2334850.547   4171267.387      7.307   2.282   0.142   2.424
2017 191 10200   4208830.089   2334850.546   4171267.386      7.148   2.282   0.142   2.424
2017 191 10230   4208830.089   2334850.545   4171267.386      7.214   2.282   0.142   2.425
2017 191 10260   4208830.089   2334850.544   4171267.386      7.186   2.282   0.142   2.425
2017 191 10290   4208830.089   2334850.542   4171267.385      7.327   2.282   0.143   2.425
2017 191 10320   4208830.088   2334850.541   4171267.385      7.354   2.282   0.143   2.425
2017 191 10350   4208830.088   2334850.540   4171267.385      7.092   2.282   0.143   2.426
2017 191 10380   4208830.088   2334850.539   4171267.385      7.052   2.282   0.143   2.426
2017 191 10410   4208830.088   2334850.538   4171267.385      7.015   2.282   0.143   2.426
2017 191 10440   4208830.088   2334850.537   4171267.384      7.044   2.282   0.144   2.426
2017 191 10470   4208830.087   2334850.537   4171267.384      6.927   2.282   0.144   2.426
2017 191 10500   4208830.087   2334850.536   4171267.384      6.903   2.282   0.144   2.426
2017 191 10530   4208830.087   2334850.535   4171267.384      6.753   2.282   0.144   2.426
2017 191 10560   4208830.087   2334850.534   4171267.384      6.707   2.282   0.144   2.427
2017 191 10590   4208830.086   2334850.533   4171267.383      6.891   2.282   0.144   2.427
2017 191 10620   4208830.086   2334850.533   4171267.383      6.492   2.282   0.144   2.427
2017 191 10650   4208830.086   2334850.533   4171267.383      6.906   2.282   0.144   2.427
2017 191 10680   4208830.086   2334850.532   4171267.383      6.973   2.282   0.144   2.426
2017 191 10710   4208830.086   2334850.532   4171267.383      6.839   2.282   0.144   2.426
2017 191 10740   4208830.086   2334850.531   4171267.383      6.745   2.282   0.144   2.426
2017 191 10770   4208830.086   2334850.531   4171267.383      6.989   2.282   0.144   2.426
2017 191 10800   4208830.086   2334850.531   4171267.383      6.438   2.282   0.144   2.426
2017 191 10830   4208830.085   2334850.530   4171267.383      6.790   2.282   0.144   2.426
2017 191 10860   4208830.085   2334850.529   4171267.383      6.878   2.282   0.144   2.426
2017 191 10890   4208830.085   2334850.529   4171267.383      6.795   2.282   0.144   2.426
2017 191 10920   4208830.085   2334850.528   4171267.383      6.770   2.282   0.144   2.426
2017 191 10950   4208830.085   2334850.528   4171267.383      6.976   2.282   0.143   2.426
2017 191 10980   4208830.085   2334850.527   4171267.383      6.991   2.282   0.143   2.426
2017 191 11010   4208830.084   2334850.526   4171267.383      6.854   2.282   0.143   2.426
2017 191 11040   4208830.084   2334850.526   4171267.382      6.943   2.282   0.143   2.425
2017 191 11070   4208830.084   2334850.525   4171267.382      7.194   2.282   0.143   2.425
2017 191 11100   4208830.084   2334850.525   4171267.382      6.684   2.282   0.143   2.425
2017 191 11130   4208830.084   2334850.525   4171267.382      6.499   2.282   0.143   2.425
2017 191 11160   4208830.084   2334850.525   4171267.382      6.211   2.282   0.143   2.425
2017 191 11190   4208830.084   2334850.525   4171267.382      6.508   2.282   0.143   2.425
2017 191 11220   4208830.084   2334850.525   4171267.382      6.839   2.282   0.143   2.426
2017 191 11250   4208830.084   2334850.524   4171267.382      6.938   2.282   0.143   2.425
2017 191 11280   4208830.084   2334850.524   4171267.382      6.951   2.282   0.143   2.426
2017 191 11310   4208830.084   2334850.523   4171267.382      6.980   2.282   0.143   2.426
2017 191 11340   4208830.084   2334850.523   4171267.381      6.917   2.282   0.144   2.426
2017 191 11370   4208830.084   2334850.522   4171267.381      7.474   2.282   0.144   2.426
2017 191 11400   4208830.084   2334850.522   4171267.381      7.214   2.282   0.144   2.426
2017 191 11430   4208830.084   2334850.522   4171267.381      7.091   2.282   0.144   2.427
2017 191 11460   4208830.084   2334850.522   4171267.381      6.910   2.282   0.145   2.427
2017 191 11490   4208830.084   2334850.522   4171267.381      6.668   2.282   0.145   2.428
2017 191 11520   4208830.084   2334850.522   4171267.381      6.586   2.282   0.145   2.428
2017 191 11550   4208830.084   2334850.521   4171267.380      6.864   2.282   0.146   2.428
2017 191 11580   4208830.083   2334850.521   4171267.380      6.608   2.282   0.146   2.429
2017 191 11610   4208830.083   2334850.521   4171267.380      6.941   2.282   0.146   2.429
2017 191 11640   4208830.083   2334850.521   4171267.380      7.098   2.282   0.147   2.429
2017 191 11670   4208830.083   2334850.520   4171267.380      7.087   2.282   0.147   2.429
2017 191 11700   4208830.083   2334850.520   4171267.380      7.068   2.282   0.147   2.430
2017 191 11730   4208830.082   2334850.519   4171267.379      7.038   2.282   0.147   2.430
2017 191 11760   4208830.082   2334850.519   4171267.379      6.665   2.282   0.147   2.430
2017 191 11790   4208830.082   2334850.518   4171267.379      6.755   2.282   0.148   2.430
2017 191 11820   4208830.082   2334850.518   4171267.379      6.682   2.282   0.148   2.430
2017 191 11850   4208830.082   2334850.517   4171267.379      6.472   2.282   0.148   2.430
2017 191 11880   4208830.081   2334850.517   4171267.378      6.662   2.282   0.148   2.431
2017 191 11910   4208830.081   2334850.517   4171267.378      7.002   2.282   0.149   2.431
2017 191 11940   4208830.081   2334850.516   4171267.378      6.898   2.282   0.149   2.432
2017 191 11970   4208830.081   2334850.515   4171267.378      6.838   2.282   0.149   2.432
2017 191 12000   4208830.080   2334850.515   4171267.377      7.332   2.282   0.150   2.432
2017 191 12030   4208830.080   2334850.515   4171267.377      7.268   2.282   0.150   2.432
2017 191 12060   4208830.080   2334850.514   4171267.377      7.170   2.282   0.150   2.432
2017 191 12090   4208830.080   2334850.514   4171267.377      7.519   2.282   0.150   2.432
2017 191 12120   4208830.080   2334850.514   4171267.377      7.597   2.282   0.150   2.432
2017 191 12150   4208830.080   2334850.513   4171267.376      7.147   2.282   0.150   2.432
2017 191 12180   4208830.080   2334850.513   4171267.376      6.416   2.282   0.149   2.432
2017 191 12210   4208830.080   2334850.513   4171267.376      6.242   2.282   0.150   2.432
2017 191 12240   4208830.080   2334850.513   4171267.376      6.518   2.282   0.150   2.432
2017 191 12270   4208830.080   2334850.513   4171267.376      6.287   2.282   0.150   2.432
2017 191 12300   4208830.080   2334850.513   4171267.376      6.209   2.282   0.150   2.432
2017 191 12330   4208830.080   2334850.513   4171267.376      6.110   2.282   0.150   2.432
2017 191 12360   4208830.080   2334850.513   4171267.376      6.210   2.282   0.150   2.432
2017 191 12390   4208830.080   2334850.513   4171267.376      6.328   2.282   0.150   2.432
2017 191 12420   4208830.080   2334850.513   4171267.376      6.079   2.282   0.149   2.432
2017 191 12450   4208830.080   2334850.513   4171267.375      6.015   2.282   0.149   2.432
2017 191 12480   4208830.080   2334850.513   4171267.376      6.006   2.282   0.149   2.432
2017 191 12510   4208830.080   2334850.513   4171267.375      6.175   2.282   0.149   2.432
2017 191 12540   4208830.080   2334850.513   4171267.375      6.149   2.282   0.149   2.432
2017 191 12570   4208830.080   2334850.513   4171267.375      6.243   2.282   0.149   2.432
2017 191 12600   4208830.080   2334850.513   4171267.375      6.502   2.282   0.149   2.432
2017 191 12630   4208830.080   2334850.513   4171267.375      6.463   2.282   0.149   2.432
2017 191 12660   4208830.080   2334850.513   4171267.375      6.614   2.282   0.149   2.432
2017 191 12690   4208830.080   2334850.513   4171267.375      6.757   2.282   0.149   2.432
2017 191 12720   4208830.080   2334850.513   4171267.375      6.957   2.282   0.149   2.432
2017 191 12750   4208830.080   2334850.513   4171267.375      5.894   2.282   0.149   2.432
2017 191 12780   4208830.080   2334850.513   4171267.375      6.740   2.282   0.149   2.432
2017 191 12810   4208830.080   2334850.514   4171267.375      6.617   2.282   0.149   2.432
2017 191 12840   4208830.080   2334850.514   4171267.375      6.375   2.282   0.149   2.432
2017 191 12870   4208830.080   2334850.514   4171267.375      6.675   2.282   0.150   2.432
2017 191 12900   4208830.080   2334850.514   4171267.375      5.889   2.282   0.149   2.432
2017 191 12930   4208830.080   2334850.514   4171267.375      5.586   2.282   0.149   2.432
2017 191 12960   4208830.080   2334850.514   4171267.375      5.347   2.282   0.149   2.432
2017 191 12990   4208830.080   2334850.515   4171267.375      5.196   2.282   0.149   2.432
2017 191 13020   4208830.079   2334850.515   4171267.374      5.409   2.282   0.149   2.432
2017 191 13050   4208830.079   2334850.515   4171267.374      5.256   2.282   0.149   2.432
2017 191 13080   4208830.079   2334850.515   4171267.374      5.957   2.282   0.149   2.432
2017 191 13110   4208830.079   2334850.515   4171267.374      5.989   2.282   0.149   2.432
2017 191 13140   4208830.079   2334850.515   4171267.374      6.029   2.282   0.149   2.431
2017 191 13170   4208830.079   2334850.514   4171267.374      5.778   2.282   0.149   2.432
2017 191 13200   4208830.079   2334850.514   4171267.373      5.728   2.282   0.149   2.432
2017 191 13230   4208830.079   2334850.514   4171267.373      5.806   2.282   0.149   2.432
2017 191 13260   4208830.079   2334850.515   4171267.373      5.821   2.282   0.149   2.431
2017 191 13290   4208830.079   2334850.515   4171267.373      5.618   2.282   0.149   2.431
2017 191 13320   4208830.078   2334850.515   4171267.373      5.531   2.282   0.149   2.431
2017 191 13350   4208830.078   2334850.515   4171267.373      5.459   2.282   0.149   2.431
2017 191 13380   4208830.078   2334850.515   4171267.373      5.522   2.282   0.149   2.431
2017 191 13410   4208830.078   2334850.515   4171267.373      5.374   2.282   0.149   2.431
2017 191 13440   4208830.078   2334850.515   4171267.372      5.803   2.282   0.149   2.431
2017 191 13470   4208830.078   2334850.515   4171267.372      5.734   2.282   0.148   2.431
2017 191 13500   4208830.078   2334850.515   4171267.372      5.804   2.282   0.148   2.431
2017 191 13530   4208830.078   2334850.516   4171267.372      5.695   2.282   0.148   2.431
2017 191 13560   4208830.078   2334850.516   4171267.372      5.442   2.282   0.148   2.431
2017 191 13590   4208830.077   2334850.516   4171267.372      5.305   2.282   0.148   2.431
2017 191 13620   4208830.077   2334850.516   4171267.372      5.345   2.282   0.148   2.431
2017 191 13650   4208830.077   2334850.516   4171267.372      5.344   2.282   0.148   2.431
2017 191 13680   4208830.077   2334850.516   4171267.372      5.750   2.282   0.148   2.431
2017 191 13710   4208830.077   2334850.517   4171267.372      5.644   2.282   0.148   2.430
2017 191 13740   4208830.077   2334850.517   4171267.372      5.611   2.282   0.148   2.430
2017 191 13770   4208830.077   2334850.517   4171267.371      5.595   2.282   0.148   2.430
2017 191 13800   4208830.077   2334850.517   4171267.371      5.413   2.282   0.148   2.430
2017 191 13830   4208830.077   2334850.518   4171267.371      5.387   2.282   0.148   2.430
2017 191 13860   4208830.077   2334850.518   4171267.371      5.379   2.282   0.148   2.430
2017 191 13890   4208830.077   2334850.518   4171267.371      5.123   2.282   0.148   2.431
2017 191 13920   4208830.076   2334850.518   4171267.371      5.617   2.282   0.148   2.431
2017 191 13950   4208830.076   2334850.518   4171267.371      5.513   2.282   0.148   2.431
2017 191 13980   4208830.076   2334850.518   4171267.371      5.612   2.282   0.149   2.431
2017 191 14010   4208830.076   2334850.519   4171267.371      5.681   2.282   0.149   2.431
2017 191 14040   4208830.076   2334850.519   4171267.371      5.703   2.282   0.149   2.431
2017 191 14070   4208830.076   2334850.519   4171267.371      5.515   2.282   0.149   2.431
2017 191 14100   4208830.076   2334850.519   4171267.371      6.399   2.282   0.149   2.431
2017 191 14130   4208830.076   2334850.520   4171267.370      6.017   2.282   0.149   2.431
2017 191 14160   4208830.076   2334850.520   4171267.370      6.020   2.282   0.149   2.432
2017 191 14190   4208830.076   2334850.520   4171267.370      5.873   2.282   0.149   2.432
2017 191 14220   4208830.076   2334850.520   4171267.370      5.499   2.282   0.150   2.432
2017 191 14250   4208830.076   2334850.520   4171267.370      5.912   2.282   0.150   2.432
2017 191 14280   4208830.075   2334850.520   4171267.369      6.174   2.282   0.150   2.432
2017 191 14310   4208830.075   2334850.520   4171267.369      6.006   2.282   0.150   2.432
2017 191 14340   4208830.075   2334850.520   4171267.369      5.967   2.282   0.150   2.432
2017 191 14370   4208830.075   2334850.520   4171267.369      6.080   2.282   0.150   2.432
2017 191 14400   4208830.075   2334850.520   4171267.369      5.963   2.282   0.150   2.432
2017 191 14430   4208830.075   2334850.520   4171267.369      5.892   2.282   0.150   2.432
2017 191 14460   4208830.075   2334850.520   4171267.369      5.837   2.282   0.149   2.432
